,x_UTM18N,y_UTM18N,FGRAVFL15
90193,243346.08,4188679.71,5.02
90194,243367.73,4188663.3,4.95
90195,243389.39,4188646.83,4.89
90196,243411.03,4188630.29,4.82
90197,243432.63,4188613.63,4.75
90198,243454.2,4188596.84,4.68
90199,243475.71,4188579.93,4.61
90200,243497.21,4188562.89,4.54
90201,243518.7,4188545.78,4.47
90202,243540.21,4188528.6,4.41
90203,243561.74,4188511.38,4.34
90204,243583.29,4188494.11,4.28
90205,243604.87,4188476.8,4.22
90206,243626.48,4188459.48,4.16
90207,243648.13,4188442.14,4.11
90208,243669.81,4188424.81,4.06
90209,243691.53,4188407.47,4.01
90210,243713.29,4188390.13,3.97
90211,243735.09,4188372.74,3.93
90212,243756.91,4188355.28,3.9
90213,243778.72,4188337.73,3.87
90214,243800.52,4188320.08,3.85
90215,243822.29,4188302.31,3.83
90216,243844.01,4188284.46,3.82
90217,243865.7,4188266.55,3.81
90218,243887.35,4188248.62,3.81
90219,243908.97,4188230.68,3.82
90220,243930.56,4188212.74,3.83
90221,243952.13,4188194.82,3.85
90222,243973.69,4188176.91,3.88
90223,243995.23,4188159.0,3.91
90224,244016.73,4188141.09,3.94
90225,244038.23,4188123.17,3.99
90226,244059.7,4188105.25,4.04
90227,244081.17,4188087.31,4.09
90228,228073.8,4200812.87,-10.69
90229,228095.79,4200795.63,-10.65
90230,228117.74,4200778.4,-10.61
90231,228139.62,4200761.16,-10.57
90232,228161.47,4200743.89,-10.54
90233,228183.29,4200726.6,-10.5
90234,228205.12,4200709.32,-10.47
90235,228226.96,4200692.06,-10.45
90236,228248.81,4200674.84,-10.43
90237,228270.66,4200657.65,-10.41
90238,228292.46,4200640.49,-10.39
90239,228314.19,4200623.3,-10.38
90240,228335.8,4200606.07,-10.37
90241,228357.31,4200588.78,-10.36
90242,228378.74,4200571.46,-10.36
90243,228400.11,4200554.1,-10.36
90244,228421.48,4200536.76,-10.36
90245,228442.87,4200519.45,-10.37
90246,228464.3,4200502.16,-10.38
90247,228485.74,4200484.89,-10.39
90248,228507.19,4200467.55,-10.4
90249,228528.59,4200450.14,-10.41
90250,228549.97,4200432.63,-10.43
90251,228571.33,4200415.04,-10.45
90252,228592.72,4200397.38,-10.47
90253,228614.17,4200379.75,-10.49
90254,228635.73,4200362.17,-10.52
90255,228657.42,4200344.67,-10.54
90256,228679.23,4200327.25,-10.56
90257,228701.11,4200309.89,-10.59
90258,228723.02,4200292.54,-10.62
90259,228744.92,4200275.15,-10.64
90260,228766.79,4200257.7,-10.67
90261,228788.63,4200240.18,-10.7
90262,228810.41,4200222.58,-10.72
90263,228832.16,4200204.93,-10.75
90264,228853.89,4200187.24,-10.77
90265,228875.58,4200169.52,-10.8
90266,228897.27,4200151.83,-10.82
90267,228918.94,4200134.16,-10.85
90268,228940.61,4200116.52,-10.87
90269,228962.31,4200098.91,-10.89
90270,228984.03,4200081.34,-10.91
90271,229005.79,4200063.77,-10.92
90272,229027.58,4200046.18,-10.94
90273,229049.39,4200028.55,-10.95
90274,229071.2,4200010.86,-10.96
90275,229093.0,4199993.14,-10.97
90276,229114.8,4199975.4,-10.98
90277,229136.59,4199957.67,-10.98
90278,229158.39,4199939.96,-10.98
90279,229180.19,4199922.29,-10.98
90280,229201.97,4199904.62,-10.98
90281,229223.71,4199886.92,-10.97
90282,229245.39,4199869.16,-10.96
90283,229266.97,4199851.33,-10.95
90284,229288.49,4199833.46,-10.94
90285,229309.95,4199815.57,-10.92
90286,229331.4,4199797.7,-10.9
90287,229352.87,4199779.89,-10.88
90288,229374.39,4199762.17,-10.85
90289,229395.98,4199744.49,-10.82
90290,229417.63,4199726.86,-10.79
90291,229439.33,4199709.22,-10.75
90292,229461.05,4199691.54,-10.72
90293,229482.77,4199673.84,-10.68
90294,229504.48,4199656.1,-10.63
90295,229526.19,4199638.32,-10.59
90296,229547.87,4199620.5,-10.54
90297,229569.54,4199602.64,-10.49
90298,229591.18,4199584.74,-10.43
90299,229612.79,4199566.77,-10.37
90300,229634.38,4199548.78,-10.32
90301,229655.96,4199530.77,-10.25
90302,229677.53,4199512.78,-10.19
90303,229699.12,4199494.85,-10.12
90304,229720.73,4199477.02,-10.06
90305,229742.39,4199459.27,-9.99
90306,229764.07,4199441.63,-9.92
90307,229785.78,4199424.09,-9.85
90308,229807.52,4199406.62,-9.77
90309,229829.24,4199389.23,-9.7
90310,229850.98,4199371.89,-9.62
90311,229872.71,4199354.62,-9.55
90312,229894.45,4199337.39,-9.47
90313,229916.22,4199320.2,-9.39
90314,229938.03,4199303.03,-9.31
90315,229959.89,4199285.84,-9.24
90316,229981.8,4199268.6,-9.16
90317,230003.79,4199251.3,-9.08
90318,230025.82,4199233.9,-9.0
90319,230047.89,4199216.42,-8.92
90320,230069.98,4199198.87,-8.84
90321,230092.09,4199181.25,-8.76
90322,230114.2,4199163.58,-8.68
90323,230136.32,4199145.85,-8.61
90324,230158.43,4199128.07,-8.53
90325,230180.52,4199110.25,-8.45
90326,230202.6,4199092.4,-8.38
90327,230224.65,4199074.55,-8.31
90328,230246.67,4199056.69,-8.24
90329,230268.65,4199038.85,-8.17
90330,230290.6,4199021.05,-8.1
90331,230312.51,4199003.3,-8.04
90332,230334.4,4198985.57,-7.98
90333,230356.26,4198967.86,-7.92
90334,230378.11,4198950.16,-7.86
90335,230399.93,4198932.47,-7.8
90336,230421.76,4198914.77,-7.75
90337,230443.58,4198897.06,-7.7
90338,230465.41,4198879.35,-7.65
90339,230487.24,4198861.6,-7.61
90340,230509.04,4198843.78,-7.57
90341,230530.82,4198825.88,-7.53
90342,230552.53,4198807.89,-7.49
90343,230574.16,4198789.79,-7.46
90344,230595.73,4198771.62,-7.43
90345,230617.26,4198753.41,-7.4
90346,230638.76,4198735.2,-7.38
90347,230660.27,4198717.04,-7.36
90348,230681.79,4198698.96,-7.34
90349,230703.34,4198680.95,-7.33
90350,230724.89,4198663.0,-7.31
90351,230746.41,4198645.07,-7.3
90352,230767.88,4198627.15,-7.29
90353,230789.29,4198609.24,-7.29
90354,230810.67,4198591.34,-7.29
90355,230832.04,4198573.47,-7.29
90356,230853.44,4198555.68,-7.29
90357,230874.91,4198537.97,-7.29
90358,230896.45,4198520.35,-7.3
90359,230918.06,4198502.81,-7.3
90360,230939.73,4198485.33,-7.31
90361,230961.43,4198467.86,-7.32
90362,230983.14,4198450.41,-7.34
90363,231004.87,4198432.96,-7.35
90364,231026.61,4198415.54,-7.36
90365,231048.38,4198398.17,-7.38
90366,231070.22,4198380.87,-7.39
90367,231092.11,4198363.67,-7.41
90368,231114.06,4198346.55,-7.42
90369,231136.07,4198329.47,-7.44
90370,231158.11,4198312.39,-7.45
90371,231180.17,4198295.26,-7.47
90372,231202.22,4198278.03,-7.48
90373,231224.27,4198260.68,-7.5
90374,231246.31,4198243.2,-7.51
90375,231268.35,4198225.59,-7.53
90376,231290.42,4198207.88,-7.54
90377,231312.52,4198190.05,-7.55
90378,231334.68,4198172.15,-7.56
90379,231356.91,4198154.16,-7.57
90380,231379.21,4198136.09,-7.58
90381,231401.59,4198117.93,-7.59
90382,231424.01,4198099.71,-7.59
90383,231446.48,4198081.43,-7.59
90384,231468.96,4198063.12,-7.59
90385,231491.41,4198044.77,-7.59
90386,231513.8,4198026.43,-7.59
90387,231536.11,4198008.07,-7.58
90388,231558.34,4197989.74,-7.57
90389,231580.48,4197971.43,-7.56
90390,231602.57,4197953.17,-7.54
90391,231624.63,4197934.94,-7.53
90392,231646.69,4197916.8,-7.51
90393,231668.8,4197898.7,-7.48
90394,231690.94,4197880.66,-7.46
90395,231713.15,4197862.65,-7.43
90396,231735.4,4197844.65,-7.4
90397,231757.7,4197826.65,-7.36
90398,231780.03,4197808.62,-7.32
90399,231802.38,4197790.54,-7.28
90400,231824.73,4197772.4,-7.24
90401,231847.08,4197754.2,-7.19
90402,231869.42,4197735.95,-7.14
90403,231891.78,4197717.65,-7.08
90404,231914.16,4197699.33,-7.03
90405,231936.58,4197681.04,-6.97
90406,231959.08,4197662.8,-6.9
90407,231981.66,4197644.62,-6.84
90408,232004.31,4197626.51,-6.77
90409,232027.04,4197608.43,-6.69
90410,232049.78,4197590.33,-6.62
90411,232072.51,4197572.18,-6.54
90412,232095.18,4197553.93,-6.46
90413,232117.8,4197535.58,-6.38
90414,232140.36,4197517.14,-6.29
90415,232162.9,4197498.67,-6.2
90416,232185.44,4197480.22,-6.11
90417,232208.02,4197461.8,-6.02
90418,232230.64,4197443.47,-5.92
90419,232253.29,4197425.25,-5.83
90420,232275.95,4197407.12,-5.73
90421,232298.6,4197389.07,-5.63
90422,232321.22,4197371.1,-5.53
90423,232343.77,4197353.2,-5.42
90424,232366.26,4197335.38,-5.32
90425,232388.67,4197317.61,-5.22
90426,232411.0,4197299.86,-5.11
90427,232433.25,4197282.12,-5.01
90428,232455.39,4197264.38,-4.9
90429,232477.43,4197246.62,-4.79
90430,232499.36,4197228.85,-4.68
90431,232521.19,4197211.07,-4.58
90432,232542.94,4197193.32,-4.47
90433,232564.6,4197175.58,-4.36
90434,232586.19,4197157.87,-4.25
90435,232607.73,4197140.18,-4.14
90436,232629.21,4197122.49,-4.04
90437,232650.63,4197104.78,-3.93
90438,232672.01,4197087.06,-3.82
90439,232693.37,4197069.31,-3.71
90440,232714.73,4197051.52,-3.61
90441,232736.08,4197033.72,-3.5
90442,232757.47,4197015.89,-3.4
90443,232778.87,4196998.04,-3.29
90444,232800.32,4196980.16,-3.19
90445,232821.78,4196962.27,-3.09
90446,232843.27,4196944.38,-2.98
90447,232864.77,4196926.5,-2.88
90448,232886.31,4196908.64,-2.78
90449,232907.89,4196890.84,-2.69
90450,232929.52,4196873.1,-2.59
90451,232951.22,4196855.44,-2.5
90452,232972.99,4196837.85,-2.41
90453,232994.83,4196820.34,-2.32
90454,233016.73,4196802.86,-2.23
90455,233038.69,4196785.39,-2.14
90456,233060.7,4196767.91,-2.06
90457,233082.75,4196750.36,-1.97
90458,233104.83,4196732.75,-1.89
90459,233126.98,4196715.04,-1.81
90460,233149.16,4196697.26,-1.74
90461,233171.42,4196679.4,-1.66
90462,233193.74,4196661.46,-1.59
90463,233216.11,4196643.48,-1.52
90464,233238.55,4196625.46,-1.45
90465,233261.02,4196607.41,-1.39
90466,233283.52,4196589.34,-1.33
90467,233306.03,4196571.27,-1.27
90468,233328.55,4196553.2,-1.21
90469,233351.06,4196535.15,-1.16
90470,233373.56,4196517.11,-1.11
90471,233396.06,4196499.1,-1.06
90472,233418.54,4196481.1,-1.01
90473,233441.01,4196463.11,-0.97
90474,233463.47,4196445.09,-0.93
90475,233485.91,4196427.03,-0.89
90476,233508.36,4196408.91,-0.86
90477,233530.8,4196390.73,-0.83
90478,233553.24,4196372.5,-0.8
90479,233575.69,4196354.24,-0.77
90480,233598.16,4196335.94,-0.75
90481,233620.66,4196317.64,-0.73
90482,233643.2,4196299.32,-0.72
90483,233665.78,4196281.0,-0.7
90484,233688.4,4196262.66,-0.69
90485,233711.06,4196244.3,-0.68
90486,233733.78,4196225.92,-0.67
90487,233756.55,4196207.54,-0.67
90488,233779.39,4196189.15,-0.67
90489,233802.3,4196170.8,-0.67
90490,233825.29,4196152.46,-0.67
90491,233848.34,4196134.16,-0.68
90492,233871.47,4196115.88,-0.69
90493,233894.63,4196097.61,-0.7
90494,233917.81,4196079.31,-0.71
90495,233940.95,4196060.96,-0.73
90496,233964.07,4196042.54,-0.74
90497,233987.12,4196024.05,-0.76
90498,234010.1,4196005.49,-0.79
90499,234033.03,4195986.89,-0.81
90500,234055.91,4195968.27,-0.83
90501,234078.74,4195949.64,-0.86
90502,234101.53,4195931.04,-0.89
90503,234124.28,4195912.46,-0.91
90504,234146.99,4195893.87,-0.94
90505,234169.65,4195875.28,-0.97
90506,234192.28,4195856.64,-1.01
90507,234214.89,4195837.98,-1.04
90508,234237.49,4195819.27,-1.07
90509,234260.1,4195800.55,-1.11
90510,234282.73,4195781.82,-1.14
90511,234305.39,4195763.11,-1.17
90512,234328.08,4195744.43,-1.21
90513,234350.79,4195725.79,-1.24
90514,234373.5,4195707.19,-1.28
90515,234396.2,4195688.61,-1.31
90516,234418.88,4195670.04,-1.35
90517,234441.54,4195651.45,-1.38
90518,234464.18,4195632.83,-1.42
90519,234486.82,4195614.17,-1.45
90520,234509.46,4195595.52,-1.48
90521,234532.15,4195576.86,-1.51
90522,234554.88,4195558.23,-1.54
90523,234577.67,4195539.64,-1.57
90524,234600.5,4195521.08,-1.6
90525,234623.39,4195502.56,-1.62
90526,234646.31,4195484.08,-1.65
90527,234669.27,4195465.61,-1.67
90528,234692.25,4195447.17,-1.69
90529,234715.23,4195428.77,-1.71
90530,234738.23,4195410.43,-1.73
90531,234761.2,4195392.14,-1.74
90532,234784.14,4195373.91,-1.76
90533,234807.02,4195355.72,-1.77
90534,234829.83,4195337.54,-1.77
90535,234852.53,4195319.33,-1.78
90536,234875.11,4195301.07,-1.78
90537,234897.55,4195282.73,-1.78
90538,234919.86,4195264.36,-1.78
90539,234942.05,4195245.96,-1.77
90540,234964.14,4195227.6,-1.76
90541,234986.16,4195209.3,-1.75
90542,235008.13,4195191.11,-1.73
90543,235030.06,4195173.03,-1.72
90544,235051.97,4195155.04,-1.7
90545,235073.84,4195137.14,-1.67
90546,235095.68,4195119.27,-1.65
90547,235117.48,4195101.41,-1.62
90548,235139.23,4195083.54,-1.59
90549,235160.95,4195065.64,-1.56
90550,235182.66,4195047.73,-1.52
90551,235204.37,4195029.82,-1.49
90552,235226.13,4195011.92,-1.45
90553,235247.96,4194994.03,-1.4
90554,235269.84,4194976.16,-1.36
90555,235291.78,4194958.32,-1.31
90556,235313.76,4194940.49,-1.27
90557,235335.74,4194922.69,-1.22
90558,235357.72,4194904.9,-1.17
90559,235379.67,4194887.12,-1.11
90560,235401.6,4194869.35,-1.06
90561,235423.52,4194851.63,-1.0
90562,235445.42,4194833.92,-0.95
90563,235467.32,4194816.25,-0.89
90564,235489.22,4194798.62,-0.83
90565,235511.13,4194781.02,-0.77
90566,235533.01,4194763.44,-0.72
90567,235554.89,4194745.88,-0.66
90568,235576.79,4194728.34,-0.6
90569,235598.7,4194710.83,-0.54
90570,235620.67,4194693.35,-0.48
90571,235642.71,4194675.91,-0.42
90572,235664.82,4194658.5,-0.36
90573,235687.0,4194641.11,-0.31
90574,235709.2,4194623.75,-0.25
90575,235731.41,4194606.39,-0.2
90576,235753.6,4194589.02,-0.14
90577,235775.75,4194571.65,-0.09
90578,235797.86,4194554.25,-0.04
90579,235819.93,4194536.85,0.01
90580,235841.97,4194519.45,0.05
90581,235864.0,4194502.03,0.1
90582,235885.99,4194484.59,0.14
90583,235907.94,4194467.1,0.18
90584,235929.84,4194449.57,0.21
90585,235951.67,4194431.93,0.25
90586,235973.42,4194414.2,0.28
90587,235995.09,4194396.36,0.31
90588,236016.67,4194378.39,0.33
90589,236038.17,4194360.33,0.35
90590,236059.58,4194342.2,0.37
90591,236080.92,4194324.02,0.39
90592,236102.21,4194305.82,0.4
90593,236123.46,4194287.62,0.4
90594,236144.71,4194269.45,0.41
90595,236165.99,4194251.3,0.41
90596,236187.31,4194233.18,0.4
90597,236208.68,4194215.08,0.4
90598,236230.12,4194197.0,0.38
90599,236251.62,4194178.9,0.37
90600,236273.16,4194160.77,0.35
90601,236294.78,4194142.65,0.33
90602,236316.47,4194124.51,0.3
90603,236338.29,4194106.37,0.28
90604,236360.24,4194088.26,0.24
90605,236382.35,4194070.16,0.21
90606,236404.58,4194052.09,0.17
90607,236426.93,4194034.03,0.13
90608,236449.36,4194015.97,0.08
90609,236471.86,4193997.9,0.03
90610,236494.4,4193979.85,-0.02
90611,236516.99,4193961.8,-0.07
90612,236539.62,4193943.75,-0.12
90613,236562.28,4193925.69,-0.18
90614,236584.96,4193907.61,-0.24
90615,236607.63,4193889.46,-0.3
90616,236630.28,4193871.24,-0.37
90617,236652.87,4193852.93,-0.43
90618,236675.42,4193834.54,-0.5
90619,236697.91,4193816.08,-0.57
90620,236720.37,4193797.63,-0.64
90621,236742.79,4193779.2,-0.71
90622,236765.21,4193760.82,-0.78
90623,236787.62,4193742.49,-0.86
90624,236810.0,4193724.23,-0.93
90625,236832.35,4193706.03,-1.0
90626,236854.69,4193687.87,-1.07
90627,236877.03,4193669.77,-1.14
90628,236899.38,4193651.74,-1.21
90629,236921.77,4193633.79,-1.28
90630,236944.22,4193615.89,-1.36
90631,236966.74,4193598.07,-1.42
90632,236989.31,4193580.28,-1.49
90633,237011.93,4193562.5,-1.56
90634,237034.58,4193544.71,-1.63
90635,237057.27,4193526.89,-1.69
90636,237079.99,4193509.02,-1.76
90637,237102.74,4193491.11,-1.82
90638,237125.52,4193473.19,-1.89
90639,237148.33,4193455.22,-1.95
90640,237171.14,4193437.25,-2.01
90641,237193.94,4193419.24,-2.06
90642,237216.71,4193401.22,-2.12
90643,237239.45,4193383.15,-2.18
90644,237262.14,4193365.02,-2.23
90645,237284.77,4193346.82,-2.28
90646,237307.35,4193328.53,-2.33
90647,237329.88,4193310.17,-2.38
90648,237352.35,4193291.73,-2.43
90649,237374.76,4193273.24,-2.47
90650,237397.1,4193254.75,-2.52
90651,237419.39,4193236.29,-2.56
90652,237441.63,4193217.94,-2.6
90653,237463.84,4193199.71,-2.64
90654,237486.03,4193181.62,-2.68
90655,237508.2,4193163.66,-2.71
90656,237530.33,4193145.8,-2.75
90657,237552.4,4193127.98,-2.78
90658,237574.39,4193110.16,-2.81
90659,237596.27,4193092.27,-2.84
90660,237618.05,4193074.32,-2.87
90661,237639.71,4193056.29,-2.9
90662,237661.29,4193038.17,-2.92
90663,237682.82,4193020.01,-2.95
90664,237704.31,4193001.8,-2.97
90665,237725.8,4192983.57,-2.99
90666,237747.3,4192965.33,-3.02
90667,237768.83,4192947.09,-3.04
90668,237790.38,4192928.88,-3.06
90669,237812.0,4192910.72,-3.08
90670,237833.7,4192892.61,-3.09
90671,237855.48,4192874.59,-3.11
90672,237877.37,4192856.65,-3.13
90673,237899.33,4192838.76,-3.14
90674,237921.35,4192820.88,-3.16
90675,237943.39,4192802.98,-3.17
90676,237965.44,4192785.01,-3.18
90677,237987.45,4192766.99,-3.2
90678,238009.45,4192748.92,-3.21
90679,238031.46,4192730.83,-3.21
90680,238053.5,4192712.77,-3.22
90681,238075.58,4192694.76,-3.23
90682,238097.72,4192676.8,-3.23
90683,238119.91,4192658.87,-3.24
90684,238142.11,4192640.94,-3.24
90685,238164.34,4192623.0,-3.24
90686,238186.58,4192605.06,-3.24
90687,238208.86,4192587.13,-3.23
90688,238231.19,4192569.23,-3.23
90689,238253.59,4192551.42,-3.22
90690,238276.06,4192533.69,-3.21
90691,238298.58,4192516.04,-3.2
90692,238321.11,4192498.46,-3.19
90693,238343.64,4192480.92,-3.17
90694,238366.14,4192463.4,-3.15
90695,238388.61,4192445.88,-3.13
90696,238411.08,4192428.39,-3.11
90697,238433.54,4192410.91,-3.08
90698,238456.03,4192393.45,-3.05
90699,238478.54,4192376.0,-3.02
90700,238501.04,4192358.55,-2.98
90701,238523.52,4192341.06,-2.94
90702,238545.96,4192323.52,-2.9
90703,238568.32,4192305.89,-2.86
90704,238590.61,4192288.2,-2.81
90705,238612.82,4192270.44,-2.76
90706,238634.95,4192252.61,-2.7
90707,238656.99,4192234.71,-2.64
90708,238678.93,4192216.74,-2.58
90709,238700.75,4192198.69,-2.51
90710,238722.43,4192180.55,-2.45
90711,238743.98,4192162.34,-2.38
90712,238765.39,4192144.1,-2.3
90713,238786.7,4192125.83,-2.22
90714,238807.92,4192107.59,-2.15
90715,238829.07,4192089.4,-2.06
90716,238850.22,4192071.26,-1.98
90717,238871.35,4192053.21,-1.89
90718,238892.51,4192035.25,-1.8
90719,238913.69,4192017.38,-1.71
90720,238934.93,4191999.62,-1.62
90721,238956.22,4191981.96,-1.52
90722,238977.58,4191964.4,-1.43
90723,238999.02,4191946.94,-1.33
90724,239020.54,4191929.55,-1.23
90725,239042.13,4191912.22,-1.12
90726,239063.8,4191894.9,-1.02
90727,239085.53,4191877.6,-0.91
90728,239107.34,4191860.3,-0.8
90729,239129.22,4191843.0,-0.69
90730,239151.13,4191825.68,-0.58
90731,239173.07,4191808.37,-0.47
90732,239195.02,4191791.06,-0.36
90733,239216.97,4191773.73,-0.25
90734,239238.89,4191756.4,-0.14
90735,239260.8,4191739.05,-0.02
90736,239282.69,4191721.7,0.09
90737,239304.59,4191704.38,0.2
90738,239326.51,4191687.06,0.32
90739,239348.46,4191669.78,0.43
90740,239370.44,4191652.54,0.54
90741,239392.42,4191635.31,0.65
90742,239414.39,4191618.08,0.76
90743,239436.31,4191600.84,0.87
90744,239458.17,4191583.56,0.97
90745,239479.93,4191566.24,1.08
90746,239501.59,4191548.88,1.18
90747,239523.14,4191531.49,1.28
90748,239544.62,4191514.07,1.38
90749,239566.03,4191496.66,1.48
90750,239587.39,4191479.27,1.57
90751,239608.71,4191461.89,1.66
90752,239630.01,4191444.54,1.75
90753,239651.28,4191427.21,1.84
90754,239672.53,4191409.89,1.92
90755,239693.76,4191392.56,2.0
90756,239714.97,4191375.21,2.08
90757,239736.2,4191357.83,2.16
90758,239757.42,4191340.43,2.24
90759,239778.65,4191322.97,2.31
90760,239799.89,4191305.46,2.38
90761,239821.15,4191287.92,2.44
90762,239842.42,4191270.33,2.51
90763,239863.7,4191252.69,2.57
90764,239885.01,4191235.0,2.62
90765,239906.33,4191217.27,2.68
90766,239927.71,4191199.48,2.73
90767,239949.13,4191181.66,2.78
90768,239970.61,4191163.78,2.83
90769,239992.15,4191145.89,2.87
90770,240013.73,4191128.0,2.91
90771,240035.34,4191110.11,2.95
90772,240056.99,4191092.26,2.98
90773,240078.65,4191074.45,3.01
90774,240100.32,4191056.69,3.04
90775,240122.01,4191038.98,3.06
90776,240143.72,4191021.29,3.09
90777,240165.46,4191003.63,3.1
90778,240187.2,4190985.99,3.12
90779,240208.98,4190968.38,3.13
90780,240230.78,4190950.8,3.14
90781,240252.62,4190933.29,3.15
90782,240274.48,4190915.85,3.15
90783,240296.38,4190898.46,3.15
90784,240318.33,4190881.11,3.15
90785,240340.32,4190863.77,3.14
90786,240362.35,4190846.41,3.13
90787,240384.44,4190828.99,3.12
90788,240406.57,4190811.5,3.1
90789,240428.74,4190793.92,3.08
90790,240450.94,4190776.29,3.06
90791,240473.17,4190758.62,3.04
90792,240495.47,4190740.94,3.01
90793,240517.81,4190723.25,2.98
90794,240540.21,4190705.56,2.94
90795,240562.65,4190687.86,2.91
90796,240585.13,4190670.14,2.87
90797,240607.63,4190652.41,2.83
90798,240630.11,4190634.65,2.78
90799,240652.56,4190616.9,2.73
90800,240674.96,4190599.16,2.68
90801,240697.28,4190581.44,2.63
90802,240719.51,4190563.74,2.58
90803,240741.66,4190546.05,2.52
90804,240763.72,4190528.32,2.47
90805,240785.68,4190510.57,2.41
90806,240807.55,4190492.78,2.34
90807,240829.32,4190474.95,2.28
90808,240851.0,4190457.1,2.22
90809,240872.58,4190439.27,2.15
90810,240894.06,4190421.43,2.09
90811,240915.44,4190403.63,2.02
90812,240936.74,4190385.85,1.95
90813,240957.96,4190368.07,1.88
90814,240979.16,4190350.31,1.81
90815,241000.34,4190332.55,1.75
90816,241021.55,4190314.82,1.68
90817,241042.81,4190297.13,1.61
90818,241064.11,4190279.48,1.54
90819,241085.44,4190261.87,1.47
90820,241106.79,4190244.25,1.4
90821,241128.13,4190226.62,1.33
90822,241149.43,4190208.91,1.27
90823,241170.69,4190191.14,1.2
90824,241191.93,4190173.29,1.14
90825,241213.18,4190155.44,1.08
90826,241234.5,4190137.59,1.02
90827,241255.9,4190119.79,0.96
90828,241277.43,4190102.09,0.9
90829,241299.07,4190084.45,0.85
90830,241320.82,4190066.87,0.8
90831,241342.65,4190049.31,0.75
90832,241364.52,4190031.75,0.71
90833,241386.44,4190014.2,0.67
90834,241408.38,4189996.67,0.63
90835,241430.35,4189979.16,0.6
90836,241452.35,4189961.71,0.57
90837,241474.38,4189944.34,0.54
90838,241496.44,4189927.05,0.52
90839,241518.51,4189909.79,0.51
90840,241540.57,4189892.53,0.5
90841,241562.59,4189875.26,0.5
90842,241584.56,4189857.92,0.5
90843,241606.46,4189840.54,0.5
90844,241628.3,4189823.1,0.51
90845,241650.08,4189805.64,0.53
90846,241671.81,4189788.19,0.55
90847,241693.52,4189770.76,0.58
90848,241715.2,4189753.39,0.61
90849,241736.88,4189736.04,0.64
90850,241758.51,4189718.73,0.69
90851,241780.09,4189701.44,0.74
90852,241801.59,4189684.17,0.79
90853,241822.98,4189666.88,0.85
90854,241844.25,4189649.58,0.91
90855,241865.38,4189632.26,0.98
90856,241886.36,4189614.91,1.05
90857,241907.22,4189597.52,1.13
90858,241927.99,4189580.09,1.21
90859,241948.66,4189562.65,1.29
90860,241969.29,4189545.18,1.38
90861,241989.88,4189527.69,1.47
90862,242010.46,4189510.2,1.57
90863,242031.03,4189492.73,1.67
90864,242051.59,4189475.26,1.77
90865,242072.15,4189457.84,1.88
90866,242092.72,4189440.49,1.99
90867,242113.3,4189423.2,2.1
90868,242133.92,4189406.0,2.22
90869,242154.58,4189388.87,2.33
90870,242175.28,4189371.83,2.45
90871,242195.98,4189354.83,2.57
90872,242216.7,4189337.82,2.7
90873,242237.4,4189320.81,2.82
90874,242258.06,4189303.74,2.94
90875,242278.68,4189286.63,3.07
90876,242299.25,4189269.49,3.19
90877,242319.8,4189252.32,3.32
90878,242340.32,4189235.17,3.44
90879,242360.85,4189218.08,3.56
90880,242381.39,4189201.03,3.68
90881,242401.96,4189184.07,3.8
90882,242422.57,4189167.16,3.92
90883,242443.24,4189150.3,4.04
90884,242463.96,4189133.49,4.15
90885,242484.76,4189116.72,4.27
90886,242505.66,4189099.99,4.38
90887,242526.64,4189083.33,4.48
90888,242547.72,4189066.74,4.59
90889,242568.89,4189050.23,4.69
90890,242590.13,4189033.79,4.78
90891,242611.4,4189017.39,4.88
90892,242632.67,4189001.03,4.97
90893,242653.92,4188984.66,5.05
90894,242675.12,4188968.26,5.13
90895,242696.28,4188951.81,5.2
90896,242717.4,4188935.28,5.27
90897,242738.49,4188918.7,5.33
90898,242759.57,4188902.05,5.39
90899,242780.65,4188885.35,5.44
90900,242801.71,4188868.59,5.49
90901,242822.79,4188851.83,5.53
90902,242843.86,4188835.09,5.57
90903,242864.94,4188818.39,5.6
90904,242886.03,4188801.74,5.63
90905,242907.14,4188785.16,5.65
90906,242928.27,4188768.62,5.66
90907,242949.43,4188752.08,5.67
90908,242970.61,4188735.49,5.67
90909,242991.8,4188718.81,5.67
90910,243012.98,4188701.99,5.67
90911,243034.16,4188685.01,5.66
90912,243055.31,4188667.88,5.64
90913,243076.45,4188650.61,5.62
90914,243097.54,4188633.21,5.6
90915,243118.6,4188615.7,5.57
90916,243139.63,4188598.1,5.54
90917,243160.63,4188580.41,5.51
90918,243181.62,4188562.64,5.47
90919,243202.6,4188544.78,5.43
90920,243223.62,4188526.85,5.39
90921,243244.68,4188508.85,5.35
90922,243265.83,4188490.82,5.3
90923,243287.08,4188472.76,5.26
90924,243308.45,4188454.7,5.21
90925,243329.95,4188436.67,5.16
90926,243351.58,4188418.69,5.11
90927,243373.34,4188400.75,5.06
90928,243395.22,4188382.89,5.01
90929,243417.22,4188365.1,4.96
90930,243439.33,4188347.39,4.92
90931,243461.54,4188329.77,4.87
90932,243483.85,4188312.21,4.83
90933,243506.25,4188294.72,4.78
90934,243528.72,4188277.28,4.74
90935,243551.25,4188259.87,4.7
90936,243573.82,4188242.48,4.67
90937,243596.41,4188225.07,4.64
90938,243619.03,4188207.62,4.61
90939,243641.64,4188190.11,4.59
90940,243664.26,4188172.5,4.57
90941,243686.85,4188154.8,4.56
